Year,State,Administrative district,Sex,Value
2019,Sarawak,Dalat,Male,168
2019,Sarawak,Dalat,Female,156
2020,Sarawak,Dalat,Male,182
2020,Sarawak,Dalat,Female,149
2021,Sarawak,Dalat,Male,179
2021,Sarawak,Dalat,Female,138
2015,Sarawak,Mukah,Male,452
2015,Sarawak,Mukah,Female,439
2016,Sarawak,Mukah,Male,413
2016,Sarawak,Mukah,Female,428
2017,Sarawak,Mukah,Male,354
2017,Sarawak,Mukah,Female,316
2018,Sarawak,Mukah,Male,376
2018,Sarawak,Mukah,Female,367
2019,Sarawak,Mukah,Male,345
2019,Sarawak,Mukah,Female,320
2020,Sarawak,Mukah,Male,329
2020,Sarawak,Mukah,Female,329
2021,Sarawak,Mukah,Male,333
2021,Sarawak,Mukah,Female,324
2015,Sarawak,Kanowit,Male,288
2015,Sarawak,Kanowit,Female,282
2016,Sarawak,Kanowit,Male,283
2016,Sarawak,Kanowit,Female,267
2017,Sarawak,Kanowit,Male,307
2017,Sarawak,Kanowit,Female,275
2018,Sarawak,Kanowit,Male,289
2018,Sarawak,Kanowit,Female,232
2019,Sarawak,Kanowit,Male,266
2019,Sarawak,Kanowit,Female,227
2020,Sarawak,Kanowit,Male,275
2020,Sarawak,Kanowit,Female,216
2021,Sarawak,Kanowit,Male,208
2021,Sarawak,Kanowit,Female,187
2015,Sarawak,Bintulu,Male,1436
2015,Sarawak,Bintulu,Female,1349
2016,Sarawak,Bintulu,Male,1336
2016,Sarawak,Bintulu,Female,1281
2017,Sarawak,Bintulu,Male,1328
2017,Sarawak,Bintulu,Female,1229
2018,Sarawak,Bintulu,Male,1307
2018,Sarawak,Bintulu,Female,1172
2019,Sarawak,Bintulu,Male,1329
2019,Sarawak,Bintulu,Female,1155
2020,Sarawak,Bintulu,Male,1301
2020,Sarawak,Bintulu,Female,1186
2021,Sarawak,Bintulu,Male,874
2021,Sarawak,Bintulu,Female,806
2015,Sarawak,Tatau,Male,255
2015,Sarawak,Tatau,Female,174
2016,Sarawak,Tatau,Male,263
2016,Sarawak,Tatau,Female,202
2017,Sarawak,Tatau,Male,232
2017,Sarawak,Tatau,Female,206
2018,Sarawak,Tatau,Male,234
2018,Sarawak,Tatau,Female,207
2019,Sarawak,Tatau,Male,213
2019,Sarawak,Tatau,Female,224
2020,Sarawak,Tatau,Male,221
2020,Sarawak,Tatau,Female,234
2021,Sarawak,Tatau,Male,165
2021,Sarawak,Tatau,Female,172
2015,Sarawak,Kapit,Male,549
2015,Sarawak,Kapit,Female,540
2016,Sarawak,Kapit,Male,556
2016,Sarawak,Kapit,Female,516
2017,Sarawak,Kapit,Male,535
2017,Sarawak,Kapit,Female,472
2018,Sarawak,Kapit,Male,466
2018,Sarawak,Kapit,Female,469
2019,Sarawak,Kapit,Male,472
2019,Sarawak,Kapit,Female,487
2020,Sarawak,Kapit,Male,506
2020,Sarawak,Kapit,Female,439
2021,Sarawak,Kapit,Male,252
2021,Sarawak,Kapit,Female,222
2015,Sarawak,Song,Male,177
2015,Sarawak,Song,Female,148
2016,Sarawak,Song,Male,155
2016,Sarawak,Song,Female,154
2017,Sarawak,Song,Male,167
2017,Sarawak,Song,Female,137
2018,Sarawak,Song,Male,125
2018,Sarawak,Song,Female,145
2019,Sarawak,Song,Male,152
2019,Sarawak,Song,Female,125
2020,Sarawak,Song,Male,142
2020,Sarawak,Song,Female,136
2021,Sarawak,Song,Male,119
2021,Sarawak,Song,Female,113
2015,Sarawak,Belaga,Male,183
2015,Sarawak,Belaga,Female,168
2016,Sarawak,Belaga,Male,164
2016,Sarawak,Belaga,Female,181
2017,Sarawak,Belaga,Male,174
2017,Sarawak,Belaga,Female,192
2018,Sarawak,Belaga,Male,203
2018,Sarawak,Belaga,Female,195
2019,Sarawak,Belaga,Male,164
2019,Sarawak,Belaga,Female,148
2020,Sarawak,Belaga,Male,176
2020,Sarawak,Belaga,Female,175
2021,Sarawak,Belaga,Male,147
2021,Sarawak,Belaga,Female,140
2015,Sarawak,Miri,Male,2569
2015,Sarawak,Miri,Female,2516
2016,Sarawak,Miri,Male,2441
2016,Sarawak,Miri,Female,2282
2017,Sarawak,Miri,Male,2302
2017,Sarawak,Miri,Female,2274
2018,Sarawak,Miri,Male,2282
2018,Sarawak,Miri,Female,2171
2019,Sarawak,Miri,Male,2370
2019,Sarawak,Miri,Female,2230
2020,Sarawak,Miri,Male,2270
2020,Sarawak,Miri,Female,2097
2021,Sarawak,Miri,Male,1447
2021,Sarawak,Miri,Female,1376
2015,Sarawak,Marudi,Male,471
2015,Sarawak,Marudi,Female,415
2016,Sarawak,Marudi,Male,442
2016,Sarawak,Marudi,Female,396
2017,Sarawak,Marudi,Male,432
2017,Sarawak,Marudi,Female,395
2018,Sarawak,Marudi,Male,426
2018,Sarawak,Marudi,Female,391
2019,Sarawak,Marudi,Male,449
2019,Sarawak,Marudi,Female,341
2020,Sarawak,Marudi,Male,435
2020,Sarawak,Marudi,Female,386
2021,Sarawak,Marudi,Male,184
2021,Sarawak,Marudi,Female,197
2015,Sarawak,Limbang,Male,438
2015,Sarawak,Limbang,Female,407
2016,Sarawak,Limbang,Male,407
2016,Sarawak,Limbang,Female,359
2017,Sarawak,Limbang,Male,386
2017,Sarawak,Limbang,Female,357
2018,Sarawak,Limbang,Male,406
2018,Sarawak,Limbang,Female,409
2019,Sarawak,Limbang,Male,405
2019,Sarawak,Limbang,Female,356
2020,Sarawak,Limbang,Male,356
2020,Sarawak,Limbang,Female,358
2021,Sarawak,Limbang,Male,317
2021,Sarawak,Limbang,Female,309
2015,Sarawak,Lawas,Male,364
2015,Sarawak,Lawas,Female,330
2016,Sarawak,Lawas,Male,336
2016,Sarawak,Lawas,Female,321
2017,Sarawak,Lawas,Male,341
2017,Sarawak,Lawas,Female,325
2018,Sarawak,Lawas,Male,324
2018,Sarawak,Lawas,Female,324
2019,Sarawak,Lawas,Male,356
2019,Sarawak,Lawas,Female,291
2020,Sarawak,Lawas,Male,318
2020,Sarawak,Lawas,Female,317
2021,Sarawak,Lawas,Male,327
2021,Sarawak,Lawas,Female,300
2015,Sarawak,Matu,Male,119
2015,Sarawak,Matu,Female,110
2016,Sarawak,Matu,Male,121
2016,Sarawak,Matu,Female,92
2017,Sarawak,Matu,Male,151
2017,Sarawak,Matu,Female,126
2018,Sarawak,Matu,Male,159
2018,Sarawak,Matu,Female,121
2019,Sarawak,Matu,Male,134
2019,Sarawak,Matu,Female,127
2020,Sarawak,Matu,Male,143
2020,Sarawak,Matu,Female,117
2021,Sarawak,Matu,Male,153
2021,Sarawak,Matu,Female,113
2015,Sarawak,Asajaya,Male,363
2015,Sarawak,Asajaya,Female,306
2016,Sarawak,Asajaya,Male,357
2016,Sarawak,Asajaya,Female,312
2017,Sarawak,Asajaya,Male,350
2017,Sarawak,Asajaya,Female,315
2018,Sarawak,Asajaya,Male,346
2018,Sarawak,Asajaya,Female,288
2019,Sarawak,Asajaya,Male,309
2019,Sarawak,Asajaya,Female,311
2020,Sarawak,Asajaya,Male,324
2020,Sarawak,Asajaya,Female,310
2021,Sarawak,Asajaya,Male,314
2021,Sarawak,Asajaya,Female,302
2015,Sarawak,Pakan,Male,22
2015,Sarawak,Pakan,Female,17
2016,Sarawak,Pakan,Male,62
2016,Sarawak,Pakan,Female,46
2017,Sarawak,Pakan,Male,58
2017,Sarawak,Pakan,Female,55
2018,Sarawak,Pakan,Male,118
2018,Sarawak,Pakan,Female,98
2019,Sarawak,Pakan,Male,128
2019,Sarawak,Pakan,Female,119
2020,Sarawak,Pakan,Male,124
2020,Sarawak,Pakan,Female,134
2021,Sarawak,Pakan,Male,121
2021,Sarawak,Pakan,Female,110
2015,Sarawak,Selangau,Male,52
2015,Sarawak,Selangau,Female,53
2016,Sarawak,Selangau,Male,24
2016,Sarawak,Selangau,Female,25
2017,Sarawak,Selangau,Male,211
2017,Sarawak,Selangau,Female,175
2018,Sarawak,Selangau,Male,166
2018,Sarawak,Selangau,Female,157
2019,Sarawak,Selangau,Male,154
2019,Sarawak,Selangau,Female,164
2020,Sarawak,Selangau,Male,171
2020,Sarawak,Selangau,Female,159
2021,Sarawak,Selangau,Male,113
2021,Sarawak,Selangau,Female,95
2021,Sarawak,Tebedu,Male,182
2021,Sarawak,Tebedu,Female,140
2021,Sarawak,Pusa,Male,171
2021,Sarawak,Pusa,Female,168
2021,Sarawak,Kabong,Male,191
2021,Sarawak,Kabong,Female,206
2021,Sarawak,Tanjung Manis,Male,64
2021,Sarawak,Tanjung Manis,Female,72
2021,Sarawak,Sebauh,Male,119
2021,Sarawak,Sebauh,Female,117
2021,Sarawak,Bukit Mabong,Male,177
2021,Sarawak,Bukit Mabong,Female,149
2021,Sarawak,Subis,Male,351
2021,Sarawak,Subis,Female,379
2021,Sarawak,Beluru,Male,92
2021,Sarawak,Beluru,Female,94
2021,Sarawak,Telang Usan,Male,49
2021,Sarawak,Telang Usan,Female,51
2015,Selangor,Gombak,Male,7725
2015,Selangor,Gombak,Female,7291
2016,Selangor,Gombak,Male,7198
2016,Selangor,Gombak,Female,6887
2017,Selangor,Gombak,Male,7284
2017,Selangor,Gombak,Female,6751
2018,Selangor,Gombak,Male,6769
2018,Selangor,Gombak,Female,6547
2019,Selangor,Gombak,Male,5777
2019,Selangor,Gombak,Female,5413
2020,Selangor,Gombak,Male,5949
2020,Selangor,Gombak,Female,5669
2021,Selangor,Gombak,Male,6256
2021,Selangor,Gombak,Female,5847
2015,Selangor,Klang,Male,8943
2015,Selangor,Klang,Female,8394
2016,Selangor,Klang,Male,8332
2016,Selangor,Klang,Female,7888
2017,Selangor,Klang,Male,8513
2017,Selangor,Klang,Female,8061
2018,Selangor,Klang,Male,7785
2018,Selangor,Klang,Female,7319
2019,Selangor,Klang,Male,7705
2019,Selangor,Klang,Female,7121
2020,Selangor,Klang,Male,7442
2020,Selangor,Klang,Female,6975
2021,Selangor,Klang,Male,7683
2021,Selangor,Klang,Female,7160
2015,Selangor,Kuala Langat,Male,2954
2015,Selangor,Kuala Langat,Female,2713
2016,Selangor,Kuala Langat,Male,2944
2016,Selangor,Kuala Langat,Female,2677
2017,Selangor,Kuala Langat,Male,3050
2017,Selangor,Kuala Langat,Female,2804
2018,Selangor,Kuala Langat,Male,3084
2018,Selangor,Kuala Langat,Female,2854
2019,Selangor,Kuala Langat,Male,2975
2019,Selangor,Kuala Langat,Female,2758
2020,Selangor,Kuala Langat,Male,2947
2020,Selangor,Kuala Langat,Female,2854
2021,Selangor,Kuala Langat,Male,2937
2021,Selangor,Kuala Langat,Female,2726
2015,Selangor,Kuala Selangor,Male,2388
2015,Selangor,Kuala Selangor,Female,2263
2016,Selangor,Kuala Selangor,Male,2377
2016,Selangor,Kuala Selangor,Female,2115
2017,Selangor,Kuala Selangor,Male,2456
2017,Selangor,Kuala Selangor,Female,2254
2018,Selangor,Kuala Selangor,Male,2242
2018,Selangor,Kuala Selangor,Female,2154
2019,Selangor,Kuala Selangor,Male,2119
2019,Selangor,Kuala Selangor,Female,2093
2020,Selangor,Kuala Selangor,Male,2222
2020,Selangor,Kuala Selangor,Female,2039
2021,Selangor,Kuala Selangor,Male,2427
2021,Selangor,Kuala Selangor,Female,2276
2015,Selangor,Petaling,Male,16230
2015,Selangor,Petaling,Female,15320
2016,Selangor,Petaling,Male,16636
2016,Selangor,Petaling,Female,15449
2017,Selangor,Petaling,Male,15608
2017,Selangor,Petaling,Female,14436
2018,Selangor,Petaling,Male,16705
2018,Selangor,Petaling,Female,15530
2019,Selangor,Petaling,Male,15496
2019,Selangor,Petaling,Female,14786
2020,Selangor,Petaling,Male,14552
2020,Selangor,Petaling,Female,13496
2021,Selangor,Petaling,Male,12128
2021,Selangor,Petaling,Female,11271
2015,Selangor,Sabak bernam,Male,1198
2015,Selangor,Sabak bernam,Female,1090
2016,Selangor,Sabak bernam,Male,1165
2016,Selangor,Sabak bernam,Female,1101
2017,Selangor,Sabak bernam,Male,1210
2017,Selangor,Sabak bernam,Female,1164
2018,Selangor,Sabak bernam,Male,1158
2018,Selangor,Sabak bernam,Female,1041
2019,Selangor,Sabak bernam,Male,1143
2019,Selangor,Sabak bernam,Female,1044
2020,Selangor,Sabak bernam,Male,1066
2020,Selangor,Sabak bernam,Female,976
2021,Selangor,Sabak bernam,Male,1035
2021,Selangor,Sabak bernam,Female,936
2015,Selangor,Sepang,Male,2542
2015,Selangor,Sepang,Female,2328
2016,Selangor,Sepang,Male,2074
2016,Selangor,Sepang,Female,1946
2017,Selangor,Sepang,Male,2508
2017,Selangor,Sepang,Female,2175
2018,Selangor,Sepang,Male,1938
2018,Selangor,Sepang,Female,1849
2019,Selangor,Sepang,Male,2025
2019,Selangor,Sepang,Female,1871
2020,Selangor,Sepang,Male,2045
2020,Selangor,Sepang,Female,1987
2021,Selangor,Sepang,Male,2771
2021,Selangor,Sepang,Female,2626
2015,Selangor,Hulu Langat,Male,11773
2015,Selangor,Hulu Langat,Female,11061
2016,Selangor,Hulu Langat,Male,11303
2016,Selangor,Hulu Langat,Female,10650
2017,Selangor,Hulu Langat,Male,11099
2017,Selangor,Hulu Langat,Female,10585
2018,Selangor,Hulu Langat,Male,11089
2018,Selangor,Hulu Langat,Female,10221
2019,Selangor,Hulu Langat,Male,9865
2019,Selangor,Hulu Langat,Female,9265
2020,Selangor,Hulu Langat,Male,10114
2020,Selangor,Hulu Langat,Female,9435
2021,Selangor,Hulu Langat,Male,9625
2021,Selangor,Hulu Langat,Female,8936
2015,Selangor,Hulu Selangor,Male,1967
2015,Selangor,Hulu Selangor,Female,1951
2016,Selangor,Hulu Selangor,Male,1998
2016,Selangor,Hulu Selangor,Female,1921
2017,Selangor,Hulu Selangor,Male,2095
2017,Selangor,Hulu Selangor,Female,1934
2018,Selangor,Hulu Selangor,Male,2014
2018,Selangor,Hulu Selangor,Female,1826
2019,Selangor,Hulu Selangor,Male,1859
2019,Selangor,Hulu Selangor,Female,1896
2020,Selangor,Hulu Selangor,Male,1822
2020,Selangor,Hulu Selangor,Female,1667
2021,Selangor,Hulu Selangor,Male,1776
2021,Selangor,Hulu Selangor,Female,1702
2015,Terengganu,Besut,Male,2140
2015,Terengganu,Besut,Female,1864
2016,Terengganu,Besut,Male,1978
2016,Terengganu,Besut,Female,1898
2017,Terengganu,Besut,Male,2056
2017,Terengganu,Besut,Female,2012
2018,Terengganu,Besut,Male,2176
2018,Terengganu,Besut,Female,2005
2019,Terengganu,Besut,Male,2054
2019,Terengganu,Besut,Female,1906
2020,Terengganu,Besut,Male,1979
2020,Terengganu,Besut,Female,1903
2021,Terengganu,Besut,Male,1962
2021,Terengganu,Besut,Female,1772
2015,Terengganu,Dungun,Male,1892
2015,Terengganu,Dungun,Female,1757
2016,Terengganu,Dungun,Male,1876
2016,Terengganu,Dungun,Female,1820
2017,Terengganu,Dungun,Male,1920
2017,Terengganu,Dungun,Female,1882
2018,Terengganu,Dungun,Male,1934
2018,Terengganu,Dungun,Female,1817
2019,Terengganu,Dungun,Male,1856
2019,Terengganu,Dungun,Female,1766
2020,Terengganu,Dungun,Male,1814
2020,Terengganu,Dungun,Female,1732
2021,Terengganu,Dungun,Male,1756
2021,Terengganu,Dungun,Female,1669
2015,Terengganu,Kemaman,Male,2239
2015,Terengganu,Kemaman,Female,2089
2016,Terengganu,Kemaman,Male,2268
2016,Terengganu,Kemaman,Female,2116
2017,Terengganu,Kemaman,Male,2196
2017,Terengganu,Kemaman,Female,2143
2018,Terengganu,Kemaman,Male,2254
2018,Terengganu,Kemaman,Female,2121
2019,Terengganu,Kemaman,Male,2132
2019,Terengganu,Kemaman,Female,1853
2020,Terengganu,Kemaman,Male,2163
2020,Terengganu,Kemaman,Female,1967
2021,Terengganu,Kemaman,Male,2148
2021,Terengganu,Kemaman,Female,2026
2015,Terengganu,Kuala Terengganu,Male,4849
2015,Terengganu,Kuala Terengganu,Female,4483
2016,Terengganu,Kuala Terengganu,Male,3164
2016,Terengganu,Kuala Terengganu,Female,2914
2017,Terengganu,Kuala Terengganu,Male,3439
2017,Terengganu,Kuala Terengganu,Female,3251
2018,Terengganu,Kuala Terengganu,Male,4093
2018,Terengganu,Kuala Terengganu,Female,3803
2019,Terengganu,Kuala Terengganu,Male,3676
2019,Terengganu,Kuala Terengganu,Female,3324
2020,Terengganu,Kuala Terengganu,Male,3690
2020,Terengganu,Kuala Terengganu,Female,3344
2021,Terengganu,Kuala Terengganu,Male,3072
2021,Terengganu,Kuala Terengganu,Female,2906
2015,Terengganu,Marang,Male,1470
2015,Terengganu,Marang,Female,1388
2016,Terengganu,Marang,Male,1459
2016,Terengganu,Marang,Female,1338
2017,Terengganu,Marang,Male,1492
2017,Terengganu,Marang,Female,1495
2018,Terengganu,Marang,Male,1540
2018,Terengganu,Marang,Female,1480
2019,Terengganu,Marang,Male,1523
2019,Terengganu,Marang,Female,1422
2020,Terengganu,Marang,Male,1540
2020,Terengganu,Marang,Female,1426
2021,Terengganu,Marang,Male,1487
2021,Terengganu,Marang,Female,1354
2015,Terengganu,Hulu Terengganu,Male,1011
2015,Terengganu,Hulu Terengganu,Female,904
2016,Terengganu,Hulu Terengganu,Male,1009
2016,Terengganu,Hulu Terengganu,Female,954
2017,Terengganu,Hulu Terengganu,Male,914
2017,Terengganu,Hulu Terengganu,Female,880
2018,Terengganu,Hulu Terengganu,Male,978
2018,Terengganu,Hulu Terengganu,Female,899
2019,Terengganu,Hulu Terengganu,Male,934
2019,Terengganu,Hulu Terengganu,Female,882
2020,Terengganu,Hulu Terengganu,Male,917
2020,Terengganu,Hulu Terengganu,Female,848
2021,Terengganu,Hulu Terengganu,Male,862
2021,Terengganu,Hulu Terengganu,Female,809
2015,Terengganu,Setiu,Male,802
2015,Terengganu,Setiu,Female,741
2016,Terengganu,Setiu,Male,809
2016,Terengganu,Setiu,Female,724
2017,Terengganu,Setiu,Male,818
2017,Terengganu,Setiu,Female,768
2018,Terengganu,Setiu,Male,792
2018,Terengganu,Setiu,Female,777
2019,Terengganu,Setiu,Male,791
2019,Terengganu,Setiu,Female,698
2020,Terengganu,Setiu,Male,799
2020,Terengganu,Setiu,Female,747
2021,Terengganu,Setiu,Male,757
2021,Terengganu,Setiu,Female,711
2016,Terengganu,Kuala Nerus,Male,1648
2016,Terengganu,Kuala Nerus,Female,1546
2017,Terengganu,Kuala Nerus,Male,1342
2017,Terengganu,Kuala Nerus,Female,1303
2018,Terengganu,Kuala Nerus,Male,811
2018,Terengganu,Kuala Nerus,Female,762
2019,Terengganu,Kuala Nerus,Male,1085
2019,Terengganu,Kuala Nerus,Female,1108
2020,Terengganu,Kuala Nerus,Male,1206
2020,Terengganu,Kuala Nerus,Female,1079
2021,Terengganu,Kuala Nerus,Male,1588
2021,Terengganu,Kuala Nerus,Female,1458
2015,W.P. Kuala Lumpur,,Male,13411
2015,W.P. Kuala Lumpur,,Female,12378
2016,W.P. Kuala Lumpur,,Male,13276
2016,W.P. Kuala Lumpur,,Female,12463
2017,W.P. Kuala Lumpur,,Male,12722
2017,W.P. Kuala Lumpur,,Female,12010
2018,W.P. Kuala Lumpur,,Male,12475
2018,W.P. Kuala Lumpur,,Female,11760
2019,W.P. Kuala Lumpur,,Male,14024
2019,W.P. Kuala Lumpur,,Female,13012
2020,W.P. Kuala Lumpur,,Male,12053
2020,W.P. Kuala Lumpur,,Female,11034
2021,W.P. Kuala Lumpur,,Male,10992
2021,W.P. Kuala Lumpur,,Female,10054
2015,W.P. Labuan,,Male,1023
2015,W.P. Labuan,,Female,930
2016,W.P. Labuan,,Male,881
2016,W.P. Labuan,,Female,871
2017,W.P. Labuan,,Male,866
2017,W.P. Labuan,,Female,819
2018,W.P. Labuan,,Male,913
2018,W.P. Labuan,,Female,778
2019,W.P. Labuan,,Male,865
2019,W.P. Labuan,,Female,800
2020,W.P. Labuan,,Male,847
2020,W.P. Labuan,,Female,863
2021,W.P. Labuan,,Male,755
2021,W.P. Labuan,,Female,767
2015,W.P. Putrajaya,,Male,1515
2015,W.P. Putrajaya,,Female,1354
2016,W.P. Putrajaya,,Male,1342
2016,W.P. Putrajaya,,Female,1227
2017,W.P. Putrajaya,,Male,1298
2017,W.P. Putrajaya,,Female,1219
2018,W.P. Putrajaya,,Male,1251
2018,W.P. Putrajaya,,Female,1149
2019,W.P. Putrajaya,,Male,1211
2019,W.P. Putrajaya,,Female,1103
2020,W.P. Putrajaya,,Male,1073
2020,W.P. Putrajaya,,Female,1069
2021,W.P. Putrajaya,,Male,1090
2021,W.P. Putrajaya,,Female,1016
